date,fund,company,ticker,shares,market value($),weight(%)
11/5/2020,ARKF,SQUARE INC - A,SQ,559359.0,98016477.57,9.73
11/5/2020,ARKF,PINTEREST INC- CLASS A,PINS,847363.0,53782129.61,5.34
11/5/2020,ARKF,MERCADOLIBRE INC,MELI,35675.0,51293515.0,5.09
11/5/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,509249.0,41162596.67,4.08
11/5/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,397566.0,40138263.36,3.98
11/5/2020,ARKF,SEA LTD-ADR,SE,203573.0,37583647.26,3.73
11/5/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,178549.0,36523983.44,3.62
11/5/2020,ARKF,LENDINGTREE INC,TREE UW,120996.0,35693820.0,3.54
11/5/2020,ARKF,ZILLOW GROUP INC - C,Z,339502.0,35257282.7,3.5000000000000004
11/5/2020,ARKF,MEITUAN-CLASS B,3690,812815.0,34553076.59,3.4300000000000006
11/5/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,119987.0,34526259.25,3.4300000000000006
11/5/2020,ARKF,ADYEN NV,ADYEN,18034.0,34426044.07,3.42
11/5/2020,ARKF,Z HOLDINGS CORP,4689,4596314.0,29242208.26,2.9
11/5/2020,ARKF,AMAZON.COM INC,AMZN,8129.0,27004538.0,2.68
11/5/2020,ARKF,TWILIO INC - A,TWLO,83791.0,25769084.14,2.56
11/5/2020,ARKF,SNAP INC - A,SNAP,593219.0,24648249.45,2.45
11/5/2020,ARKF,FACEBOOK INC-CLASS A,FB,82754.0,24385948.72,2.42
11/5/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4395645.0,23300875.68,2.31
11/5/2020,ARKF,APPLE INC,AAPL,191803.0,22830311.09,2.27
11/5/2020,ARKF,SPLUNK INC,SPLK,95791.0,20018403.18,1.99
11/5/2020,ARKF,DOCUSIGN INC,DOCU,76031.0,18001859.87,1.79
11/5/2020,ARKF,INTUIT INC,INTU,49893.0,17510447.28,1.7399999999999998
11/5/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,376196.0,15237552.58,1.51
11/5/2020,ARKF,WORKDAY INC-CLASS A,WDAY,63019.0,14193769.37,1.41
11/5/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,141234.0,12771790.62,1.27
11/5/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,121637.0,12714715.61,1.26
11/5/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,464046.0,12738062.7,1.26
11/5/2020,ARKF,PINDUODUO INC-ADR,PDD,103047.0,11651524.29,1.16
11/5/2020,ARKF,SBI HOLDINGS INC,8473,477274.0,11704241.91,1.16
11/5/2020,ARKF,HDFC BANK LTD-ADR,HDB,183249.0,11421910.17,1.13
11/5/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,271444.0,11251353.8,1.12
11/5/2020,ARKF,NVIDIA CORP,NVDA,19340.0,10954176.0,1.09
11/5/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,569305.0,10771250.6,1.0699999999999998
11/5/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,10450564.88,1.04
11/5/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,210135.0,10349148.75,1.03
11/5/2020,ARKF,JD.COM INC-ADR,JD,110600.0,10129854.0,1.01
11/5/2020,ARKF,YEAHKA LTD,9923,1818800.0,10086981.2,1.0
11/5/2020,ARKF,DISCOVERY LTD,DSY,1294309.0,9514295.65,0.94
11/5/2020,ARKF,TRANSUNION,TRU,106835.0,9408958.45,0.93
11/5/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,320353.0,8777672.2,0.8699999999999999
11/5/2020,ARKF,VERISK ANALYTICS INC,VRSK,43218.0,8402011.38,0.83
11/5/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,282479.0,7525240.56,0.75
11/5/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,9390.0,5457186.3,0.54
11/5/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,5185978.01,5185978.01,0.51
11/5/2020,ARKF,ZSCALER INC,ZS,33474.0,5023443.18,0.5
11/5/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,4415.0,4576147.5,0.4500000000000001
11/5/2020,ARKF,JAPANESE YEN,,33610497.0,324629.32,0.03
11/5/2020,ARKF,JAPANESE YEN,,26888397.0,259703.45,0.03
11/5/2020,ARKF,JAPANESE YEN,,20166298.0,194777.59,0.02
